sku,name,description,price,images,terms,section
338298229-251-1,RUFFLED SATIN EFFECT TOP,Round neck tank top. Back cut out detail. Small bow appliqué at chest. Back metal hook closure.,39.9,"['https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_1_1_1.jpg?ts=1707296615215', 'https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_6_1_1.jpg?ts=1707219573371', 'https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_6_2_1.jpg?ts=1707219573394', 'https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_6_3_1.jpg?ts=1707219573516', 'https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_6_4_1.jpg?ts=1707219573396', 'https://static.zara.net/photos///2024/V/0/1/p/2542/371/251/2/w/1920/2542371251_6_5_1.jpg?ts=1707219573504']",tops,WOMAN
324195060-250-2,DELICATE SEMI-SHEER COTTON TOP,"LIGHT WEIGHT - SLIM FIT - HIGH COLLAR - LONG LENGTH - LONG SLEEVE

Semi-sheer top made of 100% cotton. High collar and extra long sleeves.",27.9,"['https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_1_1_1.jpg?ts=1706268454657', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_2_1_1.jpg?ts=1706268454668', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_2_2_1.jpg?ts=1706268454685', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_2_3_1.jpg?ts=1706268454653', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_6_1_1.jpg?ts=1705935802569', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_6_2_1.jpg?ts=1705935802572', 'https://static.zara.net/photos///2024/V/0/1/p/0858/004/250/2/w/1920/0858004250_6_3_1.jpg?ts=1705935802625']",tops,WOMAN
317333051-800-2,POLYAMIDE CROP TOP,"SLIM FIT - ROUND NECK - CROPPED LENGTH - SLEEVELESS

Fitted round neck stretch tank top.",12.9,"['https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_1_1_1.jpg?ts=1707752891471', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_2_1_1.jpg?ts=1707752893389', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_2_2_1.jpg?ts=1707752891404', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_2_3_1.jpg?ts=1707752890679', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_2_4_1.jpg?ts=1707752891182', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_6_1_1.jpg?ts=1707900920430', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_6_2_1.jpg?ts=1707900925278', 'https://static.zara.net/photos///2024/V/0/1/p/3641/318/800/2/w/1920/3641318800_6_3_1.jpg?ts=1707900929600']",tops,WOMAN
317107013-405-10,SEAMLESS WASHED RIB CROP TOP,"LIMITLESS CONTOUR COLLECTION

Round neck long sleeve crop top. Washed effect fabric.",25.9,"['https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_1_1_1.jpg?ts=1707248112661', 'https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_2_1_1.jpg?ts=1707228458122', 'https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_2_2_1.jpg?ts=1707228458328', 'https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_6_1_1.jpg?ts=1707238473791', 'https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_6_2_1.jpg?ts=1707238473693', 'https://static.zara.net/photos///2024/V/0/1/p/1014/306/405/2/w/1920/1014306405_6_3_1.jpg?ts=1707238474462']",tops,WOMAN
314769445-711-2,LOOSE FIT - HIGH COLLAR - LONG LENGTH - SLEEVELESS<br/><br/>Sleeveless high collar top. Jacquard fabric.,"LOOSE FIT - HIGH COLLAR - LONG LENGTH - SLEEVELESS

Sleeveless high collar top. Jacquard fabric.",35.9,"['https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_1_1_1.jpg?ts=1707328858077', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_2_1_1.jpg?ts=1707328857938', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_2_2_1.jpg?ts=1707328857851', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_2_3_1.jpg?ts=1707328857994', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_2_4_1.jpg?ts=1707328857972', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_2_5_1.jpg?ts=1707328857975', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_6_1_1.jpg?ts=1707136577995', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_6_2_1.jpg?ts=1707136578012', 'https://static.zara.net/photos///2024/V/0/1/p/7901/001/711/2/w/1920/7901001711_6_3_1.jpg?ts=1707136578181']",tops,WOMAN
315758721-800-1,SEMI-SHEER 100% SILK TOP,"Top made of 100% silk. Round neck and long sleeves.

This item is unlined.",89.9,"['https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_1_1_1.jpg?ts=1706182921900', 'https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_2_1_1.jpg?ts=1706182922375', 'https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_6_1_1.jpg?ts=1705998992940', 'https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_6_2_1.jpg?ts=1705998992861', 'https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_6_3_1.jpg?ts=1705998995002', 'https://static.zara.net/photos///2024/V/0/1/p/1285/900/800/2/w/1920/1285900800_6_4_1.jpg?ts=1705998994320']",tops,WOMAN
324594721-250-2,STRAPLESS TOP,"SLIM FIT - ROUND NECK - CROPPED - SHORT SLEEVE

Short sleeve round neck T-shirt.",10.9,"['https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_1_1_1.jpg?ts=1689682025525', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_2_1_1.jpg?ts=1689682024527', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_2_2_1.jpg?ts=1689682024708', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_2_3_1.jpg?ts=1689682024452', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_2_4_1.jpg?ts=1689682025139', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/13/w/1920/5584375250_2_5_1.jpg?ts=1689682024936', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/2/w/1920/5584375250_6_1_1.jpg?ts=1692259894687', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/2/w/1920/5584375250_6_2_1.jpg?ts=1692259894935', 'https://static.zara.net/photos///2023/I/0/1/p/5584/375/250/2/w/1920/5584375250_6_3_1.jpg?ts=1692259895515']",tops,WOMAN
327443242-250-2,OFF-THE-SHOULDER CROP TOP,"SLIM FIT - OFF-THE-SHOULDER - CROP - ELBOW LENGTH SLEEVE

Fitted top with off-the-shoulder straight neckline. Below-the-elbow length sleeves.",15.9,"['https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_1_1_1.jpg?ts=1707052172688', 'https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_2_1_1.jpg?ts=1707052172690', 'https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_2_2_1.jpg?ts=1707052172686', 'https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_6_1_1.jpg?ts=1706801116994', 'https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_6_2_1.jpg?ts=1706801116427', 'https://static.zara.net/photos///2024/V/0/1/p/4424/307/250/2/w/1920/4424307250_6_3_1.jpg?ts=1706801115976']",tops,WOMAN
320702676-250-2,TEXTURED CROP TOP,"REGULAR FIT - ROUND NECK - CROPPED - SHORT SLEEVE

T-shirt made of textured stretch fabric. Round neck and short sleeves.",25.9,"['https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_1_1_1.jpg?ts=1707478997551', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_2_1_1.jpg?ts=1707478995372', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_2_2_1.jpg?ts=1707478995275', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_2_3_1.jpg?ts=1707478995587', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_2_4_1.jpg?ts=1707478997423', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_6_1_1.jpg?ts=1707470633044', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_6_2_1.jpg?ts=1707470632906', 'https://static.zara.net/photos///2024/V/0/1/p/5039/321/250/2/w/1920/5039321250_6_3_1.jpg?ts=1707470632109']",tops,WOMAN
311292539-807-1,TRF DENIM CROP TOP,Crop tank top with round neckline. Back metal zip closure.,29.9,"['https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_1_1_1.jpg?ts=1707914433058', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_2_1_1.jpg?ts=1707914433903', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_2_2_1.jpg?ts=1707914433911', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_2_3_1.jpg?ts=1707914434080', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_2_4_1.jpg?ts=1707914433035', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_6_1_1.jpg?ts=1707405192045', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_6_2_1.jpg?ts=1707405193537', 'https://static.zara.net/photos///2024/V/0/1/p/3607/010/807/2/w/1920/3607010807_6_3_1.jpg?ts=1707405193727']",tops,WOMAN
324251214-808-1,METALLIC THREAD KNIT CROP TOP,Cropped top with round neck and long sleeves. Metallic thread detail.,29.9,"['https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_1_1_1.jpg?ts=1697613962081', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_2_1_1.jpg?ts=1697613995328', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_2_2_1.jpg?ts=1697613962245', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_2_3_1.jpg?ts=1697613962156', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_2_4_1.jpg?ts=1697613961031', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_2_5_1.jpg?ts=1697613960569', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_6_1_1.jpg?ts=1697702472159', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_6_2_1.jpg?ts=1697702464285', 'https://static.zara.net/photos///2023/I/0/1/p/3519/168/808/2/w/1920/3519168808_6_3_1.jpg?ts=1697702472768']",tops,WOMAN
330728716-922-2,ASYMMETRIC DRAPED TOP,Top with foldover asymmetric neckline with ruching. Off-the-shoulder long sleeves.,29.9,"['https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_1_1_1.jpg?ts=1707478172870', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_2_1_1.jpg?ts=1707478174617', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_2_2_1.jpg?ts=1707478173473', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_2_3_1.jpg?ts=1707478173818', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_2_4_1.jpg?ts=1707478173679', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_2_5_1.jpg?ts=1707478172671', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_6_1_1.jpg?ts=1707408711400', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_6_2_1.jpg?ts=1707408711404', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_6_3_1.jpg?ts=1707408711962', 'https://static.zara.net/photos///2024/V/0/1/p/7901/308/922/2/w/1920/7901308922_6_4_1.jpg?ts=1707408711885']",tops,WOMAN
323740089-044-10,LIMITLESS CONTOUR COLLECTION<br/><br/>Fitted top with high collar and long sleeves.,"LIMITLESS CONTOUR COLLECTION

Fitted top with high collar and long sleeves.",29.9,"['https://static.zara.net/photos///2024/V/0/1/p/7901/313/044/2/w/1920/7901313044_1_1_1.jpg?ts=1707233832822', 'https://static.zara.net/photos///2024/V/0/1/p/7901/313/044/2/w/1920/7901313044_6_1_1.jpg?ts=1707302178918', 'https://static.zara.net/photos///2024/V/0/1/p/7901/313/044/2/w/1920/7901313044_6_2_1.jpg?ts=1707302178863', 'https://static.zara.net/photos///2024/V/0/1/p/7901/313/044/2/w/1920/7901313044_6_3_1.jpg?ts=1707302179080']",tops,WOMAN
319205121-250-2,DELICATE SEMI-SHEER LAYERED HALTER NECK TOP,"LIGHT WEIGHT - REGULAR FIT - HALTER NECK - LONG LENGTH - LONG SLEEVE

Semi-sheer top made of 100% cotton with boatneck collar, long sleeves, and layered halter V-neck. Side pleats.",35.9,"['https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_2_1_1.jpg?ts=1705575486031', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_2_2_1.jpg?ts=1705575488167', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_2_3_1.jpg?ts=1705575488956', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_2_4_1.jpg?ts=1705575488915', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_6_1_1.jpg?ts=1705338965492', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_6_2_1.jpg?ts=1705338965587', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_6_3_1.jpg?ts=1705338967413', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_6_4_1.jpg?ts=1705338965620', 'https://static.zara.net/photos///2024/V/0/1/p/5039/001/250/2/w/1920/5039001250_6_5_1.jpg?ts=1705338965613']",tops,WOMAN
327760814-250-2,CROP RIB HALTER TOP,"SLIM FIT - ROUND NECK - SLEEVELESS - CROPPED LENGTH

Cropped tank top made of cotton blend fabric. Round neckline. Rib trim.",8.9,"['https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_1_1_1.jpg?ts=1707052169558', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_2_1_1.jpg?ts=1707052170781', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_2_2_1.jpg?ts=1707052174180', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_2_3_1.jpg?ts=1707052174133', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_6_1_1.jpg?ts=1706801055385', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_6_2_1.jpg?ts=1706801055416', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_6_3_1.jpg?ts=1706801052598', 'https://static.zara.net/photos///2024/V/0/1/p/3253/324/250/2/w/1920/3253324250_6_4_1.jpg?ts=1706801053083']",tops,WOMAN
315837068-250-1,HEAVY COTTON TURTLENECK TOP,"REGULAR FIT - HIGH COLLAR - REGULAR LENGTH - SHORT SLEEVE

Top made of dense cotton. Rib turtleneck collar and short sleeves.",25.9,"['https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_1_1_1.jpg?ts=1705918928430', 'https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_2_1_1.jpg?ts=1706806905135', 'https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_2_2_1.jpg?ts=1705918928377', 'https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_6_1_1.jpg?ts=1706785863324', 'https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_6_2_1.jpg?ts=1706785863324', 'https://static.zara.net/photos///2024/V/0/1/p/4174/002/250/2/w/1920/4174002250_6_3_1.jpg?ts=1706785861089']",tops,WOMAN
322660845-250-10,SEAMLESS RUCHED TOP,"LIMITLESS CONTOUR COLLECTION

Round neck top with very short sleeves. Front ruching detail.",17.9,"['https://static.zara.net/photos///2024/V/0/1/p/1014/305/250/2/w/1920/1014305250_1_1_1.jpg?ts=1707938923027', 'https://static.zara.net/photos///2024/V/0/1/p/1014/305/250/2/w/1920/1014305250_2_1_1.jpg?ts=1707938923117', 'https://static.zara.net/photos///2024/V/0/1/p/1014/305/250/2/w/1920/1014305250_6_1_1.jpg?ts=1707900921979', 'https://static.zara.net/photos///2024/V/0/1/p/1014/305/250/2/w/1920/1014305250_6_2_1.jpg?ts=1707900923031', 'https://static.zara.net/photos///2024/V/0/1/p/1014/305/250/2/w/1920/1014305250_6_3_1.jpg?ts=1707900923386']",tops,WOMAN
322410619-800-2,PLEATED EXPOSED SHOULDER DELICATE TOP,"LIGHT WEIGHT - SLIM FIT - ASYMMETRIC COLLAR - REGULAR LENGTH - LONG SLEEVE

Top made of 100% cotton. Asymmetric neckline with exposed shoulder and long sleeve. Pleated fabric detail at sides.",29.9,"['https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_1_1_1.jpg?ts=1705595378590', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_2_1_1.jpg?ts=1705595378777', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_2_2_1.jpg?ts=1705595378355', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_2_3_1.jpg?ts=1705595378827', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_2_4_1.jpg?ts=1705595377935', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_2_5_1.jpg?ts=1705595378051', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_6_1_1.jpg?ts=1705338966033', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_6_2_1.jpg?ts=1705338966347', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_6_3_1.jpg?ts=1705338967867', 'https://static.zara.net/photos///2024/V/0/1/p/1165/004/800/2/w/1920/1165004800_6_4_1.jpg?ts=1705338966300']",tops,WOMAN
267869812-500-1,BASIC RIB TANK TOP,"SLIM FIT - ROUND NECK - CROPPED - SLEEVELESS

Round neck cropped tank top.",1.99,"['https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_1_1_1.jpg?ts=1686899631466', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_2_1_1.jpg?ts=1686899631555', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_2_2_1.jpg?ts=1686899631542', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_2_3_1.jpg?ts=1686899631531', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_6_1_1.jpg?ts=1686898990609', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_6_2_1.jpg?ts=1686898990452', 'https://static.zara.net/photos///2023/I/0/1/p/3253/329/500/2/w/1920/3253329500_6_3_1.jpg?ts=1686898991354']",tops,WOMAN
322095800-250-1,LACE TRIM POINTELLE TOP,Top made of 100% cotton. V-neck with spaghetti straps. Tonal lace trim.,22.9,"['https://static.zara.net/photos///2024/V/0/1/p/1223/908/250/2/w/1920/1223908250_1_1_1.jpg?ts=1705492413660', 'https://static.zara.net/photos///2024/V/0/1/p/1223/908/250/2/w/1920/1223908250_2_1_1.jpg?ts=1705494894851', 'https://static.zara.net/photos///2024/V/0/1/p/1223/908/250/2/w/1920/1223908250_6_1_1.jpg?ts=1705338958294', 'https://static.zara.net/photos///2024/V/0/1/p/1223/908/250/2/w/1920/1223908250_6_2_1.jpg?ts=1705338958164', 'https://static.zara.net/photos///2024/V/0/1/p/1223/908/250/2/w/1920/1223908250_6_3_1.jpg?ts=1705338963287']",tops,WOMAN
314769397-183-2,SLEEVELESS 100% WOOL TOP,Top made of 100% wool. Sleeveless with round neckline.,47.9,"['https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_1_1_1.jpg?ts=1705662417842', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_2_2_1.jpg?ts=1705662418295', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_2_3_1.jpg?ts=1705662419554', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_2_4_1.jpg?ts=1705662418511', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_2_5_1.jpg?ts=1705662418707', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_6_1_1.jpg?ts=1705408577961', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_6_2_1.jpg?ts=1705408578143', 'https://static.zara.net/photos///2024/V/0/1/p/2142/246/183/2/w/1920/2142246183_6_3_1.jpg?ts=1705408578384']",tops,WOMAN
326533435-803-2,OFF-THE-SHOULDER TEXTURED TOP,Fitted top with straight neckline and exposed shoulders and long sleeves.,29.9,"['https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_1_1_1.jpg?ts=1704708013687', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_2_1_1.jpg?ts=1704708014532', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_2_2_1.jpg?ts=1704708013713', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_2_3_1.jpg?ts=1704708014444', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_6_1_1.jpg?ts=1704701923317', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_6_2_1.jpg?ts=1704701923237', 'https://static.zara.net/photos///2024/V/0/1/p/3644/153/803/2/w/1920/3644153803_6_3_1.jpg?ts=1704701923649']",tops,WOMAN
