sku,name,description,price,images,terms,section
324597329-250-1,OXFORD SHIRT,Shirt made of cotton blend fabric. V-neck lapel collar and long sleeves. Front button closure.,39.9,"['https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/21/w/1920/8372060250_1_1_1.jpg?ts=1697041388730', 'https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/21/w/1920/8372060250_2_1_1.jpg?ts=1697041388697', 'https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/2/w/1920/8372060250_6_1_1.jpg?ts=1694083031485', 'https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/2/w/1920/8372060250_6_2_1.jpg?ts=1694083031500', 'https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/2/w/1920/8372060250_6_3_1.jpg?ts=1694083031719', 'https://static.zara.net/photos///2023/I/0/1/p/8372/060/250/2/w/1920/8372060250_6_4_1.jpg?ts=1694083031696']",tops,WOMAN
320052967-390-1,STRIPED POPLIN SHIRT,V-neck lapel collar shirt with long sleeves. Front button closure.,35.9,"['https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_1_1_1.jpg?ts=1706544466083', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_2_1_1.jpg?ts=1706544466653', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_2_2_1.jpg?ts=1706544464647', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_2_3_1.jpg?ts=1706544466885', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_2_4_1.jpg?ts=1706544466438', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_2_5_1.jpg?ts=1706544467425', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_6_1_1.jpg?ts=1706702311880', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_6_2_1.jpg?ts=1706702313705', 'https://static.zara.net/photos///2024/V/0/1/p/4387/096/390/2/w/1920/4387096390_6_3_1.jpg?ts=1706702314228']",tops,WOMAN
330728706-250-1,COTTON TANK TOP,Tank top made of 100% cotton. Round neck.,27.9,"['https://static.zara.net/photos///2024/V/0/1/p/0264/810/250/2/w/1920/0264810250_1_1_1.jpg?ts=1707936796435', 'https://static.zara.net/photos///2024/V/0/1/p/0264/810/250/2/w/1920/0264810250_2_2_1.jpg?ts=1707936795975', 'https://static.zara.net/photos///2024/V/0/1/p/0264/810/250/2/w/1920/0264810250_6_1_1.jpg?ts=1707930114234', 'https://static.zara.net/photos///2024/V/0/1/p/0264/810/250/2/w/1920/0264810250_6_2_1.jpg?ts=1707930113733', 'https://static.zara.net/photos///2024/V/0/1/p/0264/810/250/2/w/1920/0264810250_6_3_1.jpg?ts=1707930115858']",tops,WOMAN
317902926-600-2,SEMI-SHEER HIGH COLLAR TOP,"SLIM FIT - HIGH COLLAR - REGULAR LENGTH - LONG SLEEVE

Semi-sheer T-shirt made of a blend of viscose with 13% wool. High collar and long sleeves.",27.9,"['https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_1_1_1.jpg?ts=1705505786520', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_2_1_1.jpg?ts=1705505786371', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_2_2_1.jpg?ts=1705505787172', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_2_3_1.jpg?ts=1705505786514', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_2_4_1.jpg?ts=1705505787193', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_6_1_1.jpg?ts=1705336964751', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_6_2_1.jpg?ts=1705336964750', 'https://static.zara.net/photos///2024/V/0/1/p/1758/301/600/2/w/1920/1758301600_6_3_1.jpg?ts=1705336964974']",tops,WOMAN
332648169-800-1,LACE TOP,"Long sleeve semi-sheer top with V-neckline. Front button closure.

This item is unlined.",35.9,"['https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_1_1_1.jpg?ts=1706784652067', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_2_1_1.jpg?ts=1706628794997', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_2_2_1.jpg?ts=1706784651975', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_2_3_1.jpg?ts=1706628795657', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_2_4_1.jpg?ts=1706628795007', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_2_5_1.jpg?ts=1706698152652', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_6_1_1.jpg?ts=1706625335781', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_6_2_1.jpg?ts=1706625336210', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_6_3_1.jpg?ts=1706625336237', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_6_4_1.jpg?ts=1706625336281', 'https://static.zara.net/photos///2024/V/0/1/p/2399/117/800/2/w/1920/2399117800_6_5_1.jpg?ts=1706625336140']",tops,WOMAN
311282597-485-1,LACE TRIM DENIM TOP,Sleeveless round neck top. Matching lace detail. Back cut out detail with metal button.,49.9,"['https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_1_1_1.jpg?ts=1706628795275', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_2_1_1.jpg?ts=1706628796365', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_2_2_1.jpg?ts=1706628795980', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_2_3_1.jpg?ts=1706628795442', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_2_4_1.jpg?ts=1706628797658', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_2_5_1.jpg?ts=1706628794408', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_6_1_1.jpg?ts=1706703358077', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_6_2_1.jpg?ts=1706703358130', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_6_3_1.jpg?ts=1706703358600', 'https://static.zara.net/photos///2024/V/0/1/p/6045/002/485/2/w/1920/6045002485_6_4_1.jpg?ts=1706703358219']",tops,WOMAN
311287469-800-2,DRAPED VISCOSE TOP,"REGULAR FIT - V-NECK - REGULAR LENGTH - LONG SLEEVE

Long sleeve top with wrap V-neckline. Draped fabric at sides.",29.9,"['https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_1_1_1.jpg?ts=1707318022818', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_2_1_1.jpg?ts=1707318021671', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_2_2_1.jpg?ts=1707318020969', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_2_3_1.jpg?ts=1707318026794', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_2_4_1.jpg?ts=1707318026793', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_6_1_1.jpg?ts=1707299677210', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_6_2_1.jpg?ts=1707299676800', 'https://static.zara.net/photos///2024/V/0/1/p/4174/004/800/2/w/1920/4174004800_6_3_1.jpg?ts=1707299678095']",tops,WOMAN
323799270-808-2,METALLIC RIBBED TOP,"SLIM FIT - ROUND NECK - CROPPED LENGTH - SLEEVELESS

Sleeveless round neck top. Metallic fabric detail.

Due to the unique finishing process, the color on each item is unique and special and may differ slightly from the one pictured.",29.9,"['https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_1_1_1.jpg?ts=1705927256107', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_2_1_1.jpg?ts=1705927258056', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_2_2_1.jpg?ts=1705927256263', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_2_3_1.jpg?ts=1705927255885', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_2_4_1.jpg?ts=1705927258061', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_6_1_1.jpg?ts=1706025629127', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_6_2_1.jpg?ts=1706025628571', 'https://static.zara.net/photos///2024/V/0/1/p/6050/302/808/2/w/1920/6050302808_6_3_1.jpg?ts=1706025629843']",tops,WOMAN
323175657-250-1,SEMI-SHEER LONG SLEEVE TOP,Semi-sheer top made of 100% cotton. Round neck and long sleeves.,35.9,"['https://static.zara.net/photos///2023/I/0/1/p/0264/923/250/2/w/1920/0264923250_1_1_1.jpg?ts=1698685957544', 'https://static.zara.net/photos///2023/I/0/1/p/0264/923/250/2/w/1920/0264923250_2_1_1.jpg?ts=1698685958454', 'https://static.zara.net/photos///2023/I/0/1/p/0264/923/250/2/w/1920/0264923250_6_1_1.jpg?ts=1698671371645', 'https://static.zara.net/photos///2023/I/0/1/p/0264/923/250/2/w/1920/0264923250_6_2_1.jpg?ts=1698671374492', 'https://static.zara.net/photos///2023/I/0/1/p/0264/923/250/2/w/1920/0264923250_6_3_1.jpg?ts=1698671375678']",tops,WOMAN
285102790-514-1,LIGHT RIB TOP,"LIGHT WEIGHT - SLIM FIT - ROUND NECK - REGULAR LENGTH - LONG SLEEVE

Top made of a cotton blend. Long sleeves and tonal rib round neck.",5.99,"['https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_1_1_1.jpg?ts=1694681870408', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_2_1_1.jpg?ts=1694681870227', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_2_2_1.jpg?ts=1694681870306', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_2_3_1.jpg?ts=1694681870400', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_2_4_1.jpg?ts=1694681870399', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_6_1_1.jpg?ts=1694762779446', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_6_2_1.jpg?ts=1694762779535', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_6_3_1.jpg?ts=1694762779687', 'https://static.zara.net/photos///2023/I/0/1/p/4174/638/514/2/w/1920/4174638514_6_4_1.jpg?ts=1694762780283']",tops,WOMAN
319473730-712-2,BOUCLÉ KNIT BANDEAU TOP,Crop top with straight neckline.,27.9,"['https://static.zara.net/photos///2024/V/0/1/p/1822/001/712/2/w/1920/1822001712_1_1_1.jpg?ts=1705912876271', 'https://static.zara.net/photos///2024/V/0/1/p/1822/001/712/2/w/1920/1822001712_2_1_1.jpg?ts=1705672265413', 'https://static.zara.net/photos///2024/V/0/1/p/1822/001/712/2/w/1920/1822001712_6_1_1.jpg?ts=1705509666448', 'https://static.zara.net/photos///2024/V/0/1/p/1822/001/712/2/w/1920/1822001712_6_2_1.jpg?ts=1705509668028', 'https://static.zara.net/photos///2024/V/0/1/p/1822/001/712/2/w/1920/1822001712_6_3_1.jpg?ts=1705509660142']",tops,WOMAN
284688335-401-2,COTTON AND MODAL CROP TOP,"SLIM FIT - ROUND NECK - CROPPED - LONG SLEEVE

T-shirt made of a cotton and modal blend with round neck and long sleeves.",1.99,"['https://static.zara.net/photos///2023/I/0/1/p/3641/816/401/2/w/1920/3641816401_1_1_1.jpg?ts=1693988516264', 'https://static.zara.net/photos///2023/I/0/1/p/3641/816/401/2/w/1920/3641816401_6_1_1.jpg?ts=1693822064316', 'https://static.zara.net/photos///2023/I/0/1/p/3641/816/401/2/w/1920/3641816401_6_2_1.jpg?ts=1693822064546', 'https://static.zara.net/photos///2023/I/0/1/p/3641/816/401/2/w/1920/3641816401_6_3_1.jpg?ts=1693822065280']",tops,WOMAN
311297401-406-1,TRF DENIM TOP,Tank top made of stretch denim fabric with round neckline. Washed effect.,35.9,"['https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_1_1_1.jpg?ts=1707478174103', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_2_1_1.jpg?ts=1707478174843', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_2_2_1.jpg?ts=1707478173281', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_2_3_1.jpg?ts=1707478173897', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_6_1_1.jpg?ts=1707408712013', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_6_2_1.jpg?ts=1707408711408', 'https://static.zara.net/photos///2024/V/0/1/p/8197/012/406/2/w/1920/8197012406_6_3_1.jpg?ts=1707408712132']",tops,WOMAN
327872936-093-2,KNIT CROP TOP,Sleeveless crop top with round neck.,39.9,"['https://static.zara.net/photos///2024/V/0/1/p/9667/002/093/2/w/1920/9667002093_1_1_1.jpg?ts=1707931695038', 'https://static.zara.net/photos///2024/V/0/1/p/9667/002/093/2/w/1920/9667002093_2_1_1.jpg?ts=1707931694998', 'https://static.zara.net/photos///2024/V/0/1/p/9667/002/093/2/w/1920/9667002093_6_1_1.jpg?ts=1707930545865', 'https://static.zara.net/photos///2024/V/0/1/p/9667/002/093/2/w/1920/9667002093_6_2_1.jpg?ts=1707930546299', 'https://static.zara.net/photos///2024/V/0/1/p/9667/002/093/2/w/1920/9667002093_6_3_1.jpg?ts=1707930548375']",tops,WOMAN
320284537-959-2,SOFT CROP TOP,High collar sleeveless top. Soft feel fabric.,22.9,"['https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_1_1_1.jpg?ts=1705668895437', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_2_1_1.jpg?ts=1705668890551', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_2_2_1.jpg?ts=1705668894732', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_2_3_1.jpg?ts=1705668895317', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_2_4_1.jpg?ts=1705668891344', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_6_1_1.jpg?ts=1705593688263', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_6_2_1.jpg?ts=1705593690195', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_6_3_1.jpg?ts=1705593688336', 'https://static.zara.net/photos///2024/V/0/1/p/5039/305/959/2/w/1920/5039305959_6_4_1.jpg?ts=1705593687558']",tops,WOMAN
322660848-802-2,WOOL AND SILK BLEND SHORT SLEEVE TOP,Wool and silk blend top. Round neck and short sleeves.,47.9,"['https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_1_1_1.jpg?ts=1707224745270', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_2_1_1.jpg?ts=1707224745353', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_2_2_1.jpg?ts=1707224745648', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_2_3_1.jpg?ts=1707224745667', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_2_4_1.jpg?ts=1707224745465', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_1_1.jpg?ts=1707306283350', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_2_1.jpg?ts=1707306283293', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_3_1.jpg?ts=1707306291808', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_4_1.jpg?ts=1707306291082', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_5_1.jpg?ts=1707306290579', 'https://static.zara.net/photos///2024/V/0/1/p/9598/026/802/2/w/1920/9598026802_6_6_1.jpg?ts=1707306289141']",tops,WOMAN
321170814-803-2,SLEEVELESS KNIT TOP,Round neck sleeveless top.,29.9,"['https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_1_1_1.jpg?ts=1708007466491', 'https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_2_1_1.jpg?ts=1708007468427', 'https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_2_2_1.jpg?ts=1708007466173', 'https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_6_1_1.jpg?ts=1707930118168', 'https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_6_2_1.jpg?ts=1707930117860', 'https://static.zara.net/photos///2024/V/0/1/p/1509/027/803/2/w/1920/1509027803_6_3_1.jpg?ts=1707930119030']",tops,WOMAN
315841442-800-2,LIGHT ASYMMETRIC NECKLINE TOP,"LIGHT WEIGHT - SLIM FIT - ASYMMETRIC NECK - REGULAR LENGTH - SHORT SLEEVE

Top made of 100% cotton. Asymmetric neckline and short sleeves. Side ruched detail.",22.9,"['https://static.zara.net/photos///2024/V/0/1/p/4174/155/800/2/w/1920/4174155800_1_1_1.jpg?ts=1707931246798', 'https://static.zara.net/photos///2024/V/0/1/p/4174/155/800/2/w/1920/4174155800_2_1_1.jpg?ts=1707931246888', 'https://static.zara.net/photos///2024/V/0/1/p/4174/155/800/2/w/1920/4174155800_6_1_1.jpg?ts=1707930318736', 'https://static.zara.net/photos///2024/V/0/1/p/4174/155/800/2/w/1920/4174155800_6_2_1.jpg?ts=1707930317344', 'https://static.zara.net/photos///2024/V/0/1/p/4174/155/800/2/w/1920/4174155800_6_3_1.jpg?ts=1707930318020']",tops,WOMAN
329211353-250-10,SEAMLESS RIB TOP,"LIMITLESS CONTOUR COLLECTION
SLIM FIT - ROUND NECK - CROPPED - LONG SLEEVE

Round neck crop top with long sleeves.",22.9,"['https://static.zara.net/photos///2024/V/0/1/p/0185/304/250/2/w/1920/0185304250_1_1_1.jpg?ts=1707938924001', 'https://static.zara.net/photos///2024/V/0/1/p/0185/304/250/2/w/1920/0185304250_2_1_1.jpg?ts=1707938924369', 'https://static.zara.net/photos///2024/V/0/1/p/0185/304/250/2/w/1920/0185304250_6_1_1.jpg?ts=1707900921655', 'https://static.zara.net/photos///2024/V/0/1/p/0185/304/250/2/w/1920/0185304250_6_2_1.jpg?ts=1707900923421', 'https://static.zara.net/photos///2024/V/0/1/p/0185/304/250/2/w/1920/0185304250_6_3_1.jpg?ts=1707900919296']",tops,WOMAN
320423381-751-2,SIDE RUCHED TOP,"REGULAR FIT - ASYMMETRIC NECKLINE - REGULAR LENGTH - LONG SLEEVE

Long sleeve T-shirt with asymmetric neckline. Ruching detail at sides.",27.9,"['https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_1_1_1.jpg?ts=1704989916854', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_2_1_1.jpg?ts=1704989916274', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_2_2_1.jpg?ts=1704989916329', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_2_3_1.jpg?ts=1704989916104', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_2_4_1.jpg?ts=1704989917077', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_2_5_1.jpg?ts=1704989916903', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_6_1_1.jpg?ts=1704711609324', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_6_2_1.jpg?ts=1704711607259', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_6_3_1.jpg?ts=1704711609925', 'https://static.zara.net/photos///2024/V/0/1/p/5644/312/751/2/w/1920/5644312751_6_4_1.jpg?ts=1704711610264']",tops,WOMAN
314756755-737-2,POLYAMIDE CROP TOP,"SLIM FIT - ROUND NECK - SHORT - LONG SLEEVE

Top made of polyamide blend fabric. Round neck and long sleeves.",19.9,"['https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_1_1_1.jpg?ts=1696342627789', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_2_1_1.jpg?ts=1696342627556', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_2_2_1.jpg?ts=1696342627561', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_2_3_1.jpg?ts=1696342628078', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_2_4_1.jpg?ts=1696342627754', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_6_1_1.jpg?ts=1701251739877', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_6_2_1.jpg?ts=1696259847345', 'https://static.zara.net/photos///2023/I/0/1/p/3641/844/737/2/w/1920/3641844737_6_3_1.jpg?ts=1701251740149']",tops,WOMAN
320167642-800-2,POLYAMIDE BANDEAU TOP,Strapless top with straight neckline.,10.9,"['https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_1_1_1.jpg?ts=1707052170546', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_2_1_1.jpg?ts=1707052174561', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_2_2_1.jpg?ts=1707052170658', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_2_3_1.jpg?ts=1707052171333', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_2_4_1.jpg?ts=1707052170557', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_6_1_1.jpg?ts=1706801053087', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_6_2_1.jpg?ts=1706801053301', 'https://static.zara.net/photos///2024/V/0/1/p/3641/319/800/2/w/1920/3641319800_6_3_1.jpg?ts=1706801054826']",tops,WOMAN
311292082-800-2,HIGH COLLAR TOP,"LIGHT WEIGHT - SLIM FIT - HIGH COLLAR - REGULAR LENGTH - LONG SLEEVE

High collar top with long sleeves. Front and bag zig-zag seaming.",29.9,"['https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_1_1_1.jpg?ts=1707318024347', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_2_1_1.jpg?ts=1707318025814', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_2_2_1.jpg?ts=1707318022739', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_2_3_1.jpg?ts=1707318024019', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_6_1_1.jpg?ts=1707299676890', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_6_2_1.jpg?ts=1707299677649', 'https://static.zara.net/photos///2024/V/0/1/p/4174/006/800/2/w/1920/4174006800_6_3_1.jpg?ts=1707299677508']",tops,WOMAN
326844361-620-2,WOOL TANK TOP,Tank top made of 100% wool. Round neck.,39.9,"['https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_1_1_1.jpg?ts=1707755387685', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_2_1_1.jpg?ts=1707755387257', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_2_2_1.jpg?ts=1707755387070', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_2_3_1.jpg?ts=1707755386944', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_6_1_1.jpg?ts=1707930116100', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_6_2_1.jpg?ts=1707930113077', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_6_3_1.jpg?ts=1707930116400', 'https://static.zara.net/photos///2024/V/0/1/p/1223/805/620/2/w/1920/1223805620_6_4_1.jpg?ts=1707930116503']",tops,WOMAN
324150977-675-2,PLEATED TOP,"REGULAR FIT - ROUND NECK - REGULAR LENGTH - LONG SLEEVE

Top made of pleated fabric. High round collar and long balloon sleeves.",39.9,"['https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_1_1_1.jpg?ts=1706102251848', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_2_1_1.jpg?ts=1706102248416', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_2_2_1.jpg?ts=1706102245752', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_2_3_1.jpg?ts=1706102252016', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_6_1_1.jpg?ts=1705935100573', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_6_2_1.jpg?ts=1705935100472', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_6_3_1.jpg?ts=1705935102055', 'https://static.zara.net/photos///2024/V/0/1/p/0264/030/675/2/w/1920/0264030675_6_4_1.jpg?ts=1705935101809']",tops,WOMAN
